id,comment 
5,半岁后一直喝这个牌子奶粉，儿童医生推荐的，现在21个月。不上火好吸收，孩子也喜欢喝。出门在外也不需要带，京东物流很快，直接送到目的地，方便安全。
6,宝宝六个月就开始吃这款奶粉，都没有换过其他牌子，我觉得一如既往的好，奶粉细腻清香，味道微甜，溶解度是真的是很好，奶瓶每次喝完都是干干净净的，宝宝吃伊利珍护一直很健康，所以一直都打算吃这一款下去，支持国产支持伊利珍护
7,伊利大品牌值得信赖，含有乳铁蛋白，喝伊利奶粉不便秘，不上火，感谢京东快递员小哥，冒着雨，送到家门口，真的很方便，一直信赖，金领冠珍护。
8,孩子一直喝金领冠的奶粉，我觉得挺好的，不是特别甜，但是孩子也挺爱喝的，平时也不太爱生病，抵抗力也就可以，好评～我觉得特别棒的是，这个勺子的设计特别合理，是可以折叠的，喝到下面没了，还能把勺子展开来用，我觉得很细心的设计～
9,"营养配方：营养好
消化吸收：宝宝吃了很好，没有过敏反应
正品验证：对 正品
清火功效：一点不上火
溶解性：非常容易溶解
其他特色：不甜腻，可口"
10,伊利金领冠珍护婴儿配方奶粉，好奶粉，伊利造。大品牌，值得信赖。家里添了二宝，经过慎重比较，挑选了伊利金领冠珍护系列奶粉，宝宝一直喝的是这个，消化易吸收，含有益生菌，喝了不上火，易溶解，营养配方很全面，宝妈们的首选！特别推荐！
1,冲泡情况:用50度左右的水溶，很好溶解，晃晃后没发现有结块。水凉会有点。色香味:有淡淡的奶香和豆香味，甜味也洗。适用年龄:我们家宝2岁半。配方:看了内容挺全面的，个人觉得比单- -喝牛奶好。尤其是补充铁方面。食用效果:宝挺喜欢喝的。以前也买过爱他美、雀巢、美赞臣之类，都不怎么喝。金领冠我先买了1大1小试试，看宝喝不.喝，谁知到后面喝得起劲，一天充3次250mL。真喝起来，很快一大罐就没了。
2,金领冠奶粉还是挺不错的，做活动价格也很合适，宝宝喝了不会上火，营养丰富，奶粉很好，味道很香，孩子喜欢，浓浓奶香味，包装很好，没有破损，喝完还会回购的，奶粉看起来很不错，值得购买，价格合适实惠，京东上买还是很划算的。
3,相信京东自营的信用和名誉，没有去验证。营养配方齐全，比金领冠其他系列的多加点营养。宝宝爱喝，好消化吸收。宝宝喝的多，也没有上火，还不错哦。易溶解宝宝喜欢自己冲奶粉。包装正品，送货很快，在当前情况下，当日下单，次日到达，很好
4,第一个宝宝就选择的伊利，这次还是，一直从京东上购买，宝贝是正品，有发票，发货很快，物流包装保护的也很好，收到宝贝后，立即打开，奶粉淡淡黄色，有很浓的奶香，给宝宝冲，溶解性非常好，没有结块，宝宝消化的也不错，营养打配也好，一次愉快的购物，下次还会来！
5,"正品验证：是正品，在网上扫瓶罐底的二维码，可以积分。积分还可以兑换礼品。
营养配方：富含宝宝所需的营养，喝起来有点淡淡的甜味，宝宝很爱喝。
溶解性：溶解很快，冲奶粉后，只要看见奶粉不沾奶瓶壁，就可以喂宝宝了。
消化吸收：吸收好，宝宝明显比同龄长的高。"
6,"正品验证：没问题，扫码验证
营养配方：配方齐全，适合宝宝
消化吸收：孩子很喜欢，喝了消化很好，也不便秘
溶解性：溶解很好，没有摇不均匀的"
7,"正品验证：已经积分了，是正品，京东自营没问题！
消化吸收：家里二宝一直都吃珍护，按照配方冲奶，还没有不消化的情况，孩子吸收很好！
溶解性：奶粉溶解性也不错
其他特色：在京东自营店买比较放心，正品有保障，很放心，囤货的宝妈经常关注京东可以经常捡到实惠！"
8,查过了，是正品。宝宝喝了之后会吸收很好。而且感觉这个奶粉不挂壁。冲来速度很快 腥味不大宝宝爱喝   不上 火 值得购买 很喜欢的一款奶粉 二段三段都在京东买的积分都能 正品有保障 3段再便宜些就好了哈哈? 气
9,"正品验证：货真价实
其他特色：味道真不错
营养配方：营养全面
溶解性：搅拌容易完全融化
清火功效：不上火，很不错
消化吸收：容易消化"
10,"正品验证：扫码验真是正品，一直再喝这个牌子的奶粉，喝着没问题，没有上火的问题
消化吸收：吸收很好，宝宝很胖乎，个子也很高，身体很壮
清火功效：一直喝没有上火的问题。
溶解性：温水冲就可以，晃几下就溶解了，没有成疙瘩现象
其他特色：包装好，送纯牛奶，安慕希，老大老二都能喝"
1,这次买的是900克的，来买了好多次了，京东自营的品质值得放心，，溶解的也很快，奶粉的味道还是挺喜欢，奶粉不容易结块奶香味淡淡的，孩子也挺喜欢喝，奶源好，来自新西兰； 口感好，微甜奶源好，来自新西兰； 配方好，除基本营养成分外，还含有OPO、DHA、牛磺酸等额外添加，这罐被我颠了好多下以测试密封性，所以罐口都是奶粉，溶解度很好，基本没有挂壁，自己尝了下，微甜，奶味挺足的，口感不错，宝宝也爱喝
2,正品验证：一直都在京东买，宝宝喝着无不良反应，应该是正品 营养配方：含有DHA，宝宝不便秘，也挺喜欢喝 消化吸收：宝宝吸收很好，相信国产的力量，宝宝爱喝，妈妈放心，吃的胖胖的 溶解性：很好溶解，加上48度的水，不结块，很均匀，超级超级棒，这次赶上活动多囤几箱
3,宝贝从出生一直喝伊利金领冠，味道不错，喝了不上火，，互肠道好吸收，宝贝很喜欢。这款奶粉添加了各种宝宝成长发育的各种营养成分，对宝宝的成长非常好。金领冠这款奶粉还经常搞活动 ，优惠力度很大，性价比非常高，相信国产大品牌奶粉，金领冠。
4,小孩子出生了，不知道买什么奶粉好，在医院外面的母婴店买了一罐很小的，花了90。。后来知道那是赠品！！！！气死我了。不过小孩子吃了感觉挺好，也不想换了，所以就在京东上来看看。最后选择了这个，挺不错的。吃了这么久，感觉很好。这次618又买了3罐，等到了再继续评论。美滋滋啊！希望一如既往地好！
5,"正品验证：底部二维码，保真，还能积分
营养配方：dha，opo，该有的都有
消化吸收：宝宝出生开始就喝这个，一直挺不错的
溶解性：溶解性特别好，基本不需要额外晃动奶瓶，奶瓶里没空气，宝宝喝了减少漾奶吐奶，拍嗝也快很多，
清火功效：喝到目前不上火，身边朋友也反映喝这款很少上火，"
6,"正品验证：正品
营养配方：Opo
消化吸收：看着还行，还算吸收良好
清火功效：吃奶粉的宝宝肯定得喝水，还好吧
溶解性：水温控制好，溶解性没得说，灰常好
其他特色：奶味浓郁，宝宝很喜欢，吃完奶粉，打完嗝儿，很开心的很满足的样子
四个月了，没有母乳，从出生到现在一直吃这个，还好吧，还会回购的，望国产奶粉越来越好，越来越放心"
7,"正品验证：可以积分，多次购买，应该是正品
消化吸收：好吸收，一直在喝
清火功效：没有上过火，这款应该对肠道比较好
溶解性：很好溶解，没有块
营养配方：营养全面，一直在喝，怕孩子偏食，营养不全面，所以每天都喝一点
其他特色：希望多点活动，现在活动越来越少了，还是比较贵的"
8,我家宝宝出生就喝伊利的，我觉得应该属于国产中有点牌子吧，不是杂牌子，粉质细腻，淡淡的奶黄色，味道很香，接近母乳的味道。京东购物特别方便，不用排队，不用提重，方便快捷，快递哥哥送货上门，他态度也是一级棒。
9,伊利大品牌，非常非常值得信赖，非常有良心的企业，宝宝从小到大，一直都是吃伊利的奶粉长大，抵抗力强，非常非常不错，宝宝刚出生前6个月吃其他品牌，抵抗力太差，后来又换伊利了，然后慢慢的就很棒，身体棒很多，非常非常好，非常非常满意，现在宝宝已经吃到4段奶粉了，3岁多了，唯一一点就是为什么4段奶粉没有积分？哎呀，好悲催。京东值得信赖，京东快递简直是一流，五星好评，给力！有京东，方便你我他，五星?????
10,"正品验证：查询积分码，可以积分，可以追溯，有检验报告。
营养配方：营养好，吸收好，小孩一直吃。
消化吸收：吸收好，
清火功效：不上火，每天拉吧
溶解性：先倒水，奶粉点进去，摇一摇，很快溶解，不沾奶瓶。
其他特色：京东自营送货快，快的当天到，慢的隔天就到了。家里都是在这里买的。"
1,"正品验证：是正品，以前吃的英氏，现在换国产，挺好！
营养配方：适合中国儿童，姑娘特别爱吃！
消化吸收：吸收感觉不错！
清火功效：好像没怎么上火！
溶解性：溶解性特别好，没有结块，很容易溶解！
其他特色：很有特色的香味，姑娘特别喜欢味道，每天晚上要各一瓶才睡觉，以后继续支持，继续买！"
2,家里两个宝宝，一直喝伊利婴幼儿奶粉，大宝喝的是金领冠老款，二宝喝的是珍护。两款奶粉都很好，易吸收。尤其是珍护，比老款味道好很多，特别香甜，宝宝爱喝。活动购买更优惠，多囤了一些，希望有更多好活动，就多买点。
3,宝宝从出生就吃这个奶粉，一直京东购买，包装很仔细，价格比超市便宜很多，并且很好冲泡，相信京东！宝宝吃这个奶粉拉臭臭挺正常的，不上火，有&alpha;和&beta;蛋白组合，*p*结构脂，复合益生菌营养好吸收，支持国货从娃娃做起?
4,"正品验证：京东卖正品才在上面买，质量信得过。
营养配方：营养丰富，含有各种营养成分，比较合理，均衡营养！
消化吸收：易于吸收，吸收无障碍。
清火功效：自带清火功能，小宝宝吃了不上火！
溶解性：很好溶解，不会成团不溶解，在奶瓶晃一下就溶解了。
其他特色：口感好，小宝宝喜欢喝。"
5,买过买过30多罐了，能优惠点吗？宝宝出生到现在一直吃的珍护1、包装好，密封完整；2、配方好，除基本营养成分外，还含有 OPO 、 DHA 、牛磺酸等额外添加；3、奶源好，来自新西兰；4、口感好，微甜，溶解快，宝宝爱喝。这罐被我颠了好多下以测试密封性，所以罐口都是奶粉，溶解度很好，基本没有挂壁，自己尝了下，微甜，奶味挺足的，口感不错，宝宝也爱喝。拍照拍的不是很好，见谅，使用感受都是真实的感想，分享给大家。
6,宝宝换奶成功，之前一直都是喝的美素佳儿奶粉，有些难溶，而且摇晃很容易出现泡泡，后面朋友推荐我试试金领冠珍护，特意强调这款奶粉含有益生菌，之前都是单独将益生菌粉放在米糊里给宝宝吃的，现在换了这款奶粉，我再也不用单独给宝宝吃益生菌粉了，最主要的是宝宝很喜欢珍护奶粉，奶量也是大增，很满意
7,"正品验证：可追溯，应该是正品吧，
溶解性：很好融化，不会挂壁，
消化吸收：宝宝易消化，没有什么腥味"
8,扫码验证确是正品，包装很严密。宝宝之前都稍有点便秘，便便较干且少。喝了这款珍护后，情况有改善，希望这款珍护能给我家宝宝能更多健康更多的营养呵护！活动期间还送了酸奶，老婆也很喜欢喝，口感不错。???大宝小宝都满意！
9,发货很快，还可以，宝宝爱喝(?&deg;з&deg;)-?，一直在这里购买，喜欢国内品牌，朋友亲戚都喝这个，推荐购买发货很快，还可以，宝宝爱喝(?&deg;з&deg;)-?，一直在这里购买，喜欢国内品牌，朋友亲戚都喝这个，日期也新鲜
10,一直在京东上给孩子买奶粉，是正品，很放心。营养价值方面也很合理，味道淡淡的，不是很甜，孩子喜欢喝，喝了也没什么不良反应。而且溶解性好，容易吸收，孩子一直喝这个牌子，没有什么不适应，会一直坚持买下去。国产大品牌，值得信赖。
1,"正品验证：罐装底部有二维码，追溯是正品。积分也可以充值兑换
溶解性：遇水就溶，溶解度很好，宝宝很爱喝。
其他特色：包装严密，密封性很强
消化吸收：每隔3小时就喝200多ml，基本每天一次大便，不干燥不便秘
营养配方：这个不怎么懂，孩子个子正常范围，不矮，
一直购买这款"
2,从出生开始就吃这款奶粉，妈妈没有奶水没办法，这款奶粉最大的优点就是拉便便好，每天都很顺便，还有就是宝宝爱喝不上火。实体店的又太贵，还好有京东，价格实惠送货快，今天拍下明天到，这速度真的可以的，京东商城我信任，伊利品牌我更信任，还会一直吃下去。
3,喜欢在京东上买东西，快，有保障！大宝断了半年的奶粉。也不好好吃饭，抵抗力下降总是流鼻涕。现在又开始喝配方奶了。伊利奶粉，很香。主要看中里面的益生菌成分。能调理肠胃。以后小宝也给喝这个。点赞。从来不喝奶的我都能爱上。宝贝也会喜欢的哦，嘻嘻嘻。
4,"分开买的，就分开评论了，就是有点累，继续分享给大家
正品验证:没得说啦，肯定正品，旗舰店的嘛 
营养配方:除了基本配料外, 以中mu乳为参照标
准, 特别添加a+B黄金蛋白, 还有好多的维生素系
列，以及多重微量元素系列，很适合宝宝现阶段自己需要的
消化吸收:好消化，一次210ml ，现在7-8分钟就能吃完, 宝宝也好吸收，六个半月现在9kg 
清火功效:没有上火迹象，从生下来就一直在吃，这都第二阶段了，还会继续给宝宝吃
溶解性:速溶的倒在水里，转不了几圈就能溶解，很
省事
其他特色:大品牌值得信赖值得购买"
5,"正品验证：的确是真品
营养配方：感觉很好，配方很不错的感觉，
消化吸收：宝宝吃的没有不良反应，感觉很可以的。
清火功效：清火效果很好，宝宝吃了没有不良不反应，
溶解性：溶解性很好，放了一点水就融化进去了
其他特色：味道很好，饱饱很喜欢，两个宝宝都吃了都觉得很不错，希望优惠多一点。"
6,从出生喝珍护，不便秘肠胃好，添加opo，核苷酸，益生菌，我觉得很好的奶粉。折叠式奶粉勺也很方便
7,"正品验证：女儿一直吃这款奶粉，也用手机扫描了罐底二维码验证，能得到积分，说明是正品。信任京东平台。
消化吸收：女儿从断奶开始一直吃这款奶粉，一直吸收都很好，免疫力也很强。
溶解性：溶解效果不错，用50度的水冲泡，很快就溶解了，不浪费。"
8,宝宝一直喝的金领冠珍护有，现在喝的金领冠珍护幼儿配方奶粉3段，营养丰富脱脂奶粉，脱盐乳清粉，乳糖，全脂奶粉，含有维生素a维生素D维生素E维生素k维生素c维生素B1.维生素B6等，宝宝很喜欢这款奶粉，溶解性很好！相信京东！！！！
9,宝宝很爱喝这个牌子的奶粉，是正品，奶粉配方营养好，宝宝容易消化，不上火，溶解性非常好，我自己也尝了一下，奶味很浓，而且现在疫情期间，还是喝国产的放心，而且是大品牌，更值得信赖，二宝出生也打算喝这款奶粉。
10,"正品验证：一直都在京东官网购买，正品可以保证
营养配方：婴幼儿配方奶粉，可以长期喝的奶粉
消化吸收：宝以前喝的其他奶粉， 明显大便干燥。换了这个奶粉之后，大便很正常。吸收的也很好
清火功效：这款奶粉不是特别上火。孩子爱喝
溶解性：温水加入奶粉，很快就溶解。不起豆。"
1,"正品验证：是正品
营养配方：配方不错。
消化吸收：吸收很好，孩子很爱喝
清火功效：和清清宝一块喝的
其他特色：味道不错。
溶解性：很容易溶解"
2,"正品验证：奶粉正品，孩子一直喝这款伊利金领冠，非常好。?
营养配方：配方奶粉，非常适合中国宝宝体质！
消化吸收：易吸收，消化好，值得拥有！
清火功效：吃此奶粉孩子不上火，各方面表现完美。?
溶解性：冲奶粉非常方便，易溶解，不起疙瘩，表现完美。
其他特色：包装设计独特，易封闭保存。"
3,"溶解性：好溶解
消化吸收：很多人说奶粉胖孩子，但是珍护这款很好，一直再吃。没有发现宝宝很胖，吸收也不错。
正品验证：罐底扫码验证，每次都可以查询到。"
4,"正品验证：能够积分，能够追溯。
消化吸收：目前没问题
溶解性：还没开，目前按照配比没出现什么问题。
日期是12月13，产地内蒙古，疫情期间京东坚持送货非常棒，点赞。"
5,这款奶粉非常好吸收，对宝宝的肠胃消化很有改善。我宝宝以前和其它奶粉总是大便不规律，自从换了这款奶粉，每天都会拉一次。我们是从二段开始转这款的，宝宝现在1岁三个月啦！准备一直喝下去
6,我们买的伊利金领冠，奶粉品质一直是我最认可的，家里宝宝从出生到现在一直再喝，没有出现便秘现象，好产品就是不一样！非常好！值得推荐！一直比较喜欢在京东买东西，因为送货速度超级快！特别是当急用东西时，总能很快满足心愿！这次奶粉是家里马上就没了，老人说的晚，幸好有京东，在疫情期也不耽搁发货，还会再来的！真棒！?
7,宝宝经常喝这一款奶粉?，味道有点香，香甜甜的，比较清淡，挺好的，感觉价格合适，偶尔有些小赠品，小礼品之类，活动也挺多的，所以京东自营购买，方便快捷，日期又新鲜，健康有保障，服务一直很好，从未有包装破损的现象呢
8,"正品验证：京东商城货品有保证，放心买
营养配方：专注中国宝宝营养研究，配方很科学，宝宝不会缺营养，各种营养都很丰富
消化吸收：容易消化，宝宝大便好
清火功效：宝宝喝了不上火，不用喝水也没问题的，都是和母乳非常接近的
溶解性：轻轻摇几下就都开了，不会有颗粒，也不会出很多沫"
9,"正品验证：罐体上有二维码追溯码，扫一下二维码，就可以查证
营养配方：营养配方比较全面，有促进宝宝成长的，宝宝吸收的
消化吸收：宝宝不拉肚子，吸收很好
清火功效：清淡系列的不上火
溶解性：50度的水温，泡泡刚刚好啊！
其他特色：孩子一直吃伊利金领冠，1岁吃到四岁，现在还在吃，大公司，大品牌，支持国产，值得推荐"
10,"正品验证：是正品，宝宝爱吃
营养配方：配方好，营养均衡
消化吸收：吸收还行，是我宝宝脾胃问题，宝贝一天拉好几次
清火功效：不会上火呢，我很少给宝宝吃去火的东西呢
溶解性：很快就溶解了，不会起坨之类的，
大家有时候有券很难抢到，所以我都抢不到，不过比实体店优惠很多呢"
1,"正品验证：正品，京东购物，非常信任，值得拥有。
营养配方：营养配方均衡，各种宝宝需要的营养都够。
消化吸收：消化吸收非常好，不要担心宝宝的小胃胃。
清火功效：稍微有点火气，多喝水应该问题就不大了。
溶解性：溶解性相当好，七勺奶粉加到210毫升的水里，瞬间全融。"
2,小宝十五个月，断奶，怕不喝奶粉，没想到味道纯正，香香的，宝宝不排斥，适合的就是最好的，尤其是对于宝宝，喝了不上火，也很适应，吸收也是非常好的！
3,最近一直买这家的，我家二宝一直喝金领冠珍护产品，不上火，容易消化，大小便正常，溶解性好，和超市里买的一样的，是正品！包装完整，物流很快，相信国产的大品牌，营养很好不错，二宝比同龄宝宝都高，都重，身体好！一直信赖京东自营！
4,宝宝从两个月开始一直吃这个牌子的。相信京东，一直都是在京东自营上购买奶粉，现在已经吃了四五个月了。没有上火。也没什么眼屎。排便也很正常。溶解性也可以。奶瓶上不挂壁，现在宝宝精神好。很好动。这次是搞活动买的。还送了4罐小瓶装。非常实惠。还有小奶锅和画板哟！把小瓶装的吃了先。这画板也很好用，多谢了。
5,伊利金领冠比较好，喝着不上火，不容易便秘。我家是孩子三岁了，金领冠和金领冠珍护一起喝呢。一直京东自营买，很方便，这次买了2000元的奶粉！
6,"正品验证：已扫码，正品
营养配方：好
消化吸收：好吸收
清火功效：不上火，宝宝从出生就开始喝
溶解性：有待提高
其他特色：总体很好，支持国产"
7,京东快递送货  上门太迅速了，快递员直接给搬到家里来， 非常方便，伊利金领 冠奶粉是国产奶粉里面的佼佼者，宝宝喝着 很喜欢 ，奶粉融 化很快，比美素佳儿融化的好，一次买够 一个月的量，等 活动再多买点。
8,正品，大品牌值得拥有，放心购，我这个是第二次买了。奶粉里的opo很亲近母乳，膳食纤维对宝宝的肠道功能很强大，而且消化吸收的也很好。宝宝吃这个奶粉目前没有上火过，拉臭臭也是金黄色的。溶解性好，没有沉淀，不挂壁，会继续回购。包装很好，物流给力，棒棒哒
9,"物流挺快的，质量也很好，孩子挺爱喝的，非常的满意好评！
奶粉一直以&ldquo;不上火，不便秘，好消化&rdquo;的特点，在众多妈妈群中极具口碑。美素佳儿奶粉新升级的蛋白优化配方，不仅能有效减少蛋白分子聚合，呵护宝宝娇嫩的肠胃，而且易消化易吸收，宝宝不易上火，也不易便秘。味道也纯真，淡淡的奶香，不添加蔗糖，液态奶加工而成，保留更多的营养。口味清淡接近母乳，容易消化和吸收。一直买的奶粉，，宝宝特喜欢喝。大品牌值得信赖。很不错的奶粉，国产大品牌就是好，孩子喝着放心！
冲泡的时候不会挂壁结块，然后有淡淡的奶香，味甜，孩子真的爱喝，很快就空罐了！"
10,挑选了伊利的金领冠珍护，经常去超市看看价格，京东上看看价格，京东上做特价的时候价格真的很优惠，信任伊利，信任京东，现在买奶粉都是在京东买了，这款奶粉闻着挺香的，孩子也喜欢喝，进口奶源，国产配方，还是很不错的。
1,"宝宝出生前，经过多方面考察，决定喝伊利金领冠，相信国产大品牌，宝宝出生后一直喝金领冠，宝贝很喜欢喝，不上火没，口感不错，宝贝喝了身体健康强壮，没生过病，现在开始喝三段了，奶粉
经常搞活动，优惠很多，性价比很高，金领冠，值得信赖!"
2,"正品验证：正品，能扫码，能追溯
营养配方：配方科学，营养均衡，吃了大便吸收很好，没有奶瓣
消化吸收：吸收好，之前吃母乳四五天一次大便，这个喝了慢慢正常了，一天一次，肉眼可见的速度胖起来了，不错
清火功效：基本没有什么火，这点很看重
溶解性：溶解性比较好，倒奶瓶里不用怎么晃就溶解了"
3,"正品验证：是正品，可以追溯，也打电话和伊利官方核实过了，宝宝入口的东西，还是谨慎些比较好
营养配方：养 搭配很合理，还有opo结构脂
消化吸收：易消化易吸收
清火功效：不易上火
溶解性：溶解迅速，不挂壁
其他特色：物流非常给力，活动力度大，大牌让人放心，希望经常搞活动"
4,还没有开吃，先屯起，支持国产，现在国外疫情那么凶，不敢买进口奶粉，还是吃国产放心些。伊利大品牌值得信赖，货很新，今年3月份的。现在买很划算，还有赠品，一箱纯牛奶，一箱安慕希酸奶，还有一箱儿童完的积木。真心划算。
5,一直在京东买金领冠珍护一开始买的405克的刚开始不愿意喝慢慢用勺子喂渐渐喜欢上了，这次搞活动买最划算！味道清甜不上火不便秘容易消化富含各种维生素吃着放心，京东自营的送货适度过，非常方便，第二天就能送到，不用储备，支持京东正品，支持伊利。
6,之前给宝宝喝别的品牌奶粉，蛮贵的，突发奇想给宝宝换个口味试试，看看性价比怎样。转奶没有任何不适应，泡开后溶解性也非常好，宝宝也没有排斥。总体尝试下来感觉还是不错的，毕竟大品牌值得信赖。以后会考虑再买的，搭配着给宝宝喝。
7,"正品验证：商品是正品
营养配方：这个配方还是可以的，各种元素都有，喝了不上火
消化吸收：吸收很好，宝宝喝了将近四年了
清火功效：喝了不上火，宝宝不便秘，不腹泻
溶解性：溶解很好，泡下来没有颗粒
我家宝宝一直在喝金领冠珍护系列奶粉，宝宝很喜欢这个口味。而且京东物流也很快。"
8,"拿到就拆开了，母乳喝这个开始不太接受，现在每天都喝，接受性比较好。
消化吸收：比较好，大便正常。
溶解性：在奶瓶里摇摇就溶解了，溶解性也很好。
营养配方：配方含量比较多，满足生长需求。
清火功效：喝这款没上火，开始是在超市买的小桶的，适应了就买大桶，喝着比较好。"
9,"正品验证：京东自营店自然放心，而且伊利自己的可追溯二维码查询更得到肯定是真品正品的保证。
消化吸收：孩子吸收很好。
清火功效：没有上火，吃习惯了了的。
溶解性：溶解性很好啊。
营养配方：营养性应该不错，宝宝七个月了，脸蛋圆嘟嘟的，爱笑，好动，至少奶粉一直吃，没换过。"
10,两个孩子从小喝，少说也已经喝了百八十罐了。好东西，孩子喜欢喝，父母才会喜欢买。口粮放心，真的是特别踏实。京东也非常方便，原来送到家门口，现在在小区门口坐等，不会担心孩子断粮。吃得健康安全，孩子才能茁壮成长呀！表白伊利金领冠，表白京东商城！
1,"正品验证：已经在京东买了几次伊利金领冠系列奶粉了，是正品无疑。
营养配方：珍护系列奶粉的配方很不错，很合理，含有益生菌，OPO等，保护孩子的肠胃，增强体质，孩子喝了这款奶粉之后较少生病了。
清火功效：宝喝四段的， 二宝喝三段的，一点也不上火。
溶解性：易溶解，不粘勺子不挂壁。
其他特色：勺子设计比较合理。活动期间买的，送了很多东西，超划算。"
2,"正品验证：已经是第二次购买了，确定是正品！
营养配方：配方很丰富，也很全面，很适合婴幼儿喝！
消化吸收：宝宝肠胃消化吸收也很好！
清火功效：小孩吃了也没上火，挺好的！
溶解性：溶解也很快，温开水一倒进去就开了！"
3,"正品验证：挺好的，儿子一直吃这个奶粉，希望营养跟得上
溶解性：溶解性特别好
清火功效：儿子一直吃这个不上火
消化吸收：消化吸收特别好。
营养配方：配方特棒，很适合我家宝宝"
4,"正品验证：证 是正品，一直相信京东品牌！！！
营养配方：大品牌，小孩很喜欢喝，应该很合口味
消化吸收：吸收很好，挺不错的，
清火功效：没发现上火什么的！！！
溶解性：溶解性可以，没有结疙瘩状况，冲好放那一段也没发现沉淀状况
其他特色：很不错的奶粉，喝很长时间了，挺不错的！"
5,由于疫情期间不方便出门，所以就网上囤了好几桶奶粉，给宝宝备用，金领冠珍护我们家宝宝也一直在喝，消化吸收比较好，所以也就没换过其他品牌的奶粉，在溶解性方面确实做的不错，几乎可以用速溶来形容，主要是不挂壁，物流速度很快
6,正品，罐体底部有二维码可以追溯查询是否正品，同时扫二维码也可以积累积分，给宝宝兑换玩具或者玩具！里面包含的营养非常丰富，满足宝宝所有需要，珍护系列宝宝喝了吸收好，不上火！它的溶解性很快，从不存在挂壁现象！
7,肯定是正品，我们这从出生就开始喝这个奶粉了，只有在两个月的时候便秘过一次，我们一直在网上买的，现在孩子九个月了，长得个挺大的，也挺胖，很好易消化，不怎么上火，不用稀释，溶解性也很好，搅拌一下需要，但是一罐喝到最后两天，开口时间长了，就不是特别好溶解了
8,"此款商品已多次购买，使用效果良好
，很喜欢。有需要的朋友们不用顾虑
，可以下单。而且，京东的物流真棒
，头天下单，次日必达。快递员态度
也好，服务热情。有过几次经验，京
东售后也很棒，购物没有后顾之忧。
棒棒哒。。。"
9,"溶解性：优良，之前在线下婴儿店买的老是喝完还有结块，溶解不全，不是到是不是假的，还是这里买的放心，冲完完全溶解。
消化吸收：喝了这么久没有拉肚子。绝对值得购买，小朋友已经19个月了，长得很壮。很结实，便便正常。
正品验证：绝对正品值得信赖。"
10,"营养配方：国产的适合中国宝宝，仿母乳配方，添加牛磺酸，含核苷酸，给宝宝提供成长需要的营养
清火功效：宝宝喝了不上火
消化吸收：宝宝喝了一直很好，不便秘
溶解性：溶解性很好，调好水温，加上奶粉，轻轻晃一下
正品验证：支持正品验证，可以扫码积分
其他特色：太平洋保险承保，安全放心"
1,不愧是京东物流！昨天下单今天就到了！生产日期很新2018-7-8保质期两年！宝宝从断奶一直喝伊利金领冠奶粉粉末细腻不结块！粉末瞬间溶解不挂壁！宝宝爱喝！是除母乳之外的最佳选择！ 我家宝宝是150毫升水5勺奶粉！早上一次，中午睡前一次，睡醒大概下午三四点一次，晚上睡前一次！其他是三餐！仅供参考！！
2,以前宝宝喝爱他美，但是要去香港买太麻烦了，在老公的力荐下尝试了伊利金领冠珍护，宝宝各方面都很不错，留开始一直吃这款了。宝宝很少生病，抵抗力好就行，不长肉都没什么问题。可能我家孩子就是消瘦款的吧，他爱喝就行。
3,宝宝从一段就开始吃这款珍护，现在八个多月了，也一直在吃，粉质细腻，消化吸收很好，一直都在回购，宝宝也很爱吃，长得也很好。 正品验证可追溯，底部还有积分码，可自动积分，春节给宝宝囤的口粮，马上要吃完了，准备在继续囤?
4,一直在京东给娃娃买奶粉，这次是搞活动买的，大罐小罐都有了，出门带也比较方便，比较实惠，孩子也比较爱吃，口感非常好，送货也很及时，这款奶粉方便消化，我家孩子一直在吃，消化吸收好，营养配方，正品验证，比超市划算
5,"正品验证：是正品，可以扫码确认。
营养配方：除了蛋白质等基本营养外，还有OPO，DHA，牛磺酸，维生素等营养元素，奶源好，来自新西兰。
消化吸收：宝宝喝了之后吸收好，大便很正常。
清火功效：宝宝一直在喝，没有上火的情况。
溶解性：很好溶解，摇晃几下就完全溶解了。
其他特色：口感好，不甜，会一直购买伊利金领冠的。"
6,"正品验证：一直在京东上买，没问题，价格实惠，活动力度也大。
营养配方：配方适合中国孩子，比洋奶粉好很多。
消化吸收：吸收的很好，不上火，孩子爱喝，味道也比较清单，对孩子的肠胃很好。"
7,伊利金领冠珍护里含有&alpha;+&beta;创**白和OPO结构脂，不上火，营养好吸收；还添加了BID复合益生菌和膳食纤维，宝宝不容易便秘。反正我家孩子一直吃这个奶粉，从来没有便秘过，也很少生病，身高和体重一直处在生长曲线正常范围的中上等，特别标准。
8,"正品验证：正品保证
消化吸收：很好
营养配方：营养配方丰富
从8个月开始就喝金领冠珍护系列，一直到1周半了，每天必须得喝3顿，不喝就不睡觉，到个子明显比同龄孩子要高，营养补充也很均衡。"
9,这款奶粉真的很不错，非常容易溶解，在奶瓶里晃几下就冲开了。孩子从出生一直在吃这一款，消化吸收的也特别好，没有发现消化不良的情况。奶香味很浓，甜度适中。还可以扫描罐底二维码进行积分，希望多搞些促销活动，优惠力度再大一点。
